,Date,Location,Deaths,Injuries,Description,Suspects Deaths,Suspects Injuries,Total,dt,City,State,Location_,loc,loc_name,loc_coords,lat,long,Month,Year,Day
413,"February 23, 2015","Daytona Beach, Florida",0,3,"Two students argued outside the music building at Bethune-Cookman University when one pulled out a gun. Both had guns and it is not disclosed who did the shooting, injuring three students. A reward was offered to help solve this case.[510]",0,0,3,2015-02-23,Daytona Beach,Florida,"Daytona Beach, Florida","Daytona Beach, Volusia County, Florida, USA","Daytona Beach, Volusia County, Florida, USA","(29.2108147, -81.0228331)",29.2108147,-81.0228331,2,2015,23
414,"March 30, 2015","University City, Missouri",0,1,"Police said one person has been arrested for a shooting at Pershing Elementary School. The shooting occurred in the parking lot, with a 34-year-old-man being shot in the buttocks.[511]",0,0,1,2015-03-30,University City,Missouri,"University City, Missouri","U. City, Saint Louis County, Missouri, 63130, USA","U. City, Saint Louis County, Missouri, 63130, USA","(38.6569083, -90.3103443)",38.6569083,-90.3103443,3,2015,30
415,"April 13, 2015","Goldsboro, North Carolina",1,0,"A faculty member was killed with a rifle in the school library of Wayne Community College. The suspected 20-year-old gunman, Kenneth Stancil, was arrested in Florida the next day. As of January 2017, Stancil, an admitted Neo-Nazi is being investigated for a hate crime.[512] Stancil was later sentenced to life without parole for the murder.[513]",0,0,1,2015-04-13,Goldsboro,North Carolina,"Goldsboro, North Carolina","Goldsboro, Wayne County, North Carolina, USA","Goldsboro, Wayne County, North Carolina, USA","(35.3848841, -77.9927651)",35.3848841,-77.9927651,4,2015,13
416,"April 16, 2015","Paradis, Louisiana",0,1,"A police officer was shot outside a school in a school zone while he was directing school buses into J.B. Martin Middle School, and the suspect was apprehended at the scene.[514]",0,0,1,2015-04-16,Paradis,Louisiana,"Paradis, Louisiana","Paradis, St. Charles Parish, Louisiana, 70080, USA","Paradis, St. Charles Parish, Louisiana, 70080, USA","(29.8796513, -90.4339715)",29.8796513,-90.4339715,4,2015,16
417,"May 12, 2015","Jacksonville, Florida",0,2,"Police report that a 16-year-old shot five bullets into a school bus and injured two students. Apparently, there was an argument that touched on previous events.[515]",0,0,2,2015-05-12,Jacksonville,Florida,"Jacksonville, Florida","Jacksonville, Duval County, Florida, USA","Jacksonville, Duval County, Florida, USA","(30.3321838, -81.655651)",30.3321838,-81.655651,5,2015,12
418,"May 24, 2015","Flint, Michigan",0,7,"In the early morning hours of Memorial Day weekend, a group of people were at Southwestern Classical Academy in the parking lot. Shots rang out and seven were injured, with two men being apprehended and charged.[516]",0,0,7,2015-05-24,Flint,Michigan,"Flint, Michigan","Flint, Genesee County, Michigan, 48504, USA","Flint, Genesee County, Michigan, 48504, USA","(43.0171773, -83.7236024)",43.0171773,-83.7236024,5,2015,24
419,"August 27, 2015","Savannah, Georgia",1,0,22-year-old student Christopher Starks was fatally shot in a student union building at Savannah State University. The shooter has not been identified.[517],0,0,1,2015-08-27,Savannah,Georgia,"Savannah, Georgia","Savannah, Chatham County, Georgia, USA","Savannah, Chatham County, Georgia, USA","(32.0809263, -81.0911768)",32.0809263,-81.0911768,8,2015,27
420,"September 3, 2015","Sacramento, California",1,2,"A man was arguing with at least one other person escalated into a physical fight on the parking lot of Sacramento City College. A man opened fire, killing a 25-year-old student and wounding two others. The shooting suspects: Tevita Kaihea and Charlie Hola (both 19 years old) were not arrested for the shooting until December of that year and in 2018 Kaihea was sentenced to 112 years to life in prison and hola was sentenced to 49 years to life.[518][519][520][521]",0,0,3,2015-09-03,Sacramento,California,"Sacramento, California","Sacramento, Sacramento County, California, USA","Sacramento, Sacramento County, California, USA","(38.5815719, -121.4943996)",38.5815719,-121.4943996,9,2015,3
421,"September 14, 2015","Cleveland, Mississippi",2,0,A geography professor at Delta State University fatally shot a fellow history professor. The geography professor was chased by police and eventually died of a self-inflicted gunshot wound.[522],3,0,2,2015-09-14,Cleveland,Mississippi,"Cleveland, Mississippi","Cleveland, Bolivar County, Mississippi, USA","Cleveland, Bolivar County, Mississippi, USA","(33.7440023, -90.7248187)",33.7440023,-90.7248187,9,2015,14
422,"September 30, 2015","Harrisburg, South Dakota",0,1,"A principal was shot in the arm and wounded at Harrisburg High School after an argument with a student. The suspect, a 16-year-old student at the school, was taken into custody and is charged with first-degree attempted murder.[523]",0,0,1,2015-09-30,Harrisburg,South Dakota,"Harrisburg, South Dakota","Harrisburg, Lincoln County, South Dakota, USA","Harrisburg, Lincoln County, South Dakota, USA","(43.431366, -96.69727)",43.431366,-96.69727,9,2015,30
423,"October 1, 2015","Roseburg, Oregon",10,9,"Umpqua Community College shooting: At around 10:40 a.m. PDT, a gunman, later identified as 26-year-old student Christopher Harper-Mercer, opened fire in a hall on the Umpqua Community College campus, killing eight students and one teacher, and injuring nine others. The gunman later committed suicide after engaging responding police officers in a brief gunfight.[524]",3,0,19,2015-10-01,Roseburg,Oregon,"Roseburg, Oregon","Roseburg, Douglas County, Oregon, USA","Roseburg, Douglas County, Oregon, USA","(43.216505, -123.3417381)",43.216505,-123.3417381,10,2015,1
424,"October 9, 2015","Flagstaff, Arizona",1,3,"One student died and three others were wounded in a shooting at Northern Arizona University. It is unclear what sparked the shooting, which took place near Mountain View Hall, a dormitory that houses most of the campus' students involved in Greek organizations. An 18-year-old student was arrested and charged with murder and aggravated assault.[525]",0,0,4,2015-10-09,Flagstaff,Arizona,"Flagstaff, Arizona","Flagstaff, Coconino County, Arizona, USA","Flagstaff, Coconino County, Arizona, USA","(35.199458, -111.6514259)",35.199458,-111.6514259,10,2015,9
425,"October 9, 2015","Houston, Texas",1,1,One person died and another person was injured after someone opened fire outside a Texas Southern University dorm.[526],0,0,2,2015-10-09,Houston,Texas,"Houston, Texas","Houston, Harris County, Texas, USA","Houston, Harris County, Texas, USA","(29.7589382, -95.3676974)",29.7589382,-95.3676974,10,2015,9
426,"October 22, 2015","Nashville, Tennessee",1,3,One person was killed and three others were wounded in a shooting at an outdoor courtyard at Tennessee State University. The shooting may have stemmed from an argument over a dice game. A suspect has not been identified or arrested.[527],0,0,4,2015-10-22,Nashville,Tennessee,"Nashville, Tennessee","Nashville-Davidson, Davidson County, Tennessee, USA","Nashville-Davidson, Davidson County, Tennessee, USA","(36.1622296, -86.7743531)",36.1622296,-86.7743531,10,2015,22
427,"November 1, 2015","Winston-Salem, North Carolina",1,1,"One person died and another person was injured, after someone opened fire on the campus of Winston-Salem State University. A 21-year-old non-student suspect is sought.[528]",0,0,2,2015-11-01,Winston-Salem,North Carolina,"Winston-Salem, North Carolina","Winston-Salem, Forsyth County, North Carolina, USA","Winston-Salem, Forsyth County, North Carolina, USA","(36.0998131, -80.2440518)",36.0998131,-80.2440518,11,2015,1
428,"November 20, 2015","North Las Vegas, Nevada",1,0,A 16-year-old student was fatally shot during a fight after school hours that involved multiple people on the campus of Mojave High School.[529],0,0,1,2015-11-20,North Las Vegas,Nevada,"North Las Vegas, Nevada","North Las Vegas, Clark County, Nevada, USA","North Las Vegas, Clark County, Nevada, USA","(36.2008371, -115.1120958)",36.2008371,-115.1120958,11,2015,20
429,"January 22, 2016","Indianapolis, Indiana",0,1,A 15-year-old male was shot in the leg and injured during a night-time basketball game at Lawrence Central High School.[530],0,0,1,2016-01-22,Indianapolis,Indiana,"Indianapolis, Indiana","Indianapolis, Marion County, Indiana, 46204, USA","Indianapolis, Marion County, Indiana, 46204, USA","(39.7683331, -86.1583502)",39.7683331,-86.1583502,1,2016,22
430,"January 29, 2016","Philadelphia, Pennsylvania",0,0,"A gunshot was fired during a fight in a stairwell at Franklin High School, and no injuries were reported. Three people were detained.[531]",0,0,0,2016-01-29,Philadelphia,Pennsylvania,"Philadelphia, Pennsylvania","Philadelphia, Philadelphia County, Pennsylvania, USA","Philadelphia, Philadelphia County, Pennsylvania, USA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1,2016,29
431,"February 9, 2016","Muskegon Heights, Michigan",0,4,"Four people, including two students, were injured during a basketball game event in the parking lot of Muskegon Heights High School.[532]",0,0,4,2016-02-09,Muskegon Heights,Michigan,"Muskegon Heights, Michigan","Muskegon Heights, Muskegon County, Michigan, USA","Muskegon Heights, Muskegon County, Michigan, USA","(43.201126, -86.238946)",43.201126,-86.238946,2,2016,9
432,"February 12, 2016","Glendale, Arizona",2,0,Two 15-year-old girls died in an apparent Murder-Suicide at Independence High School.[533],3,0,2,2016-02-12,Glendale,Arizona,"Glendale, Arizona","Glendale, Maricopa County, Arizona, USA","Glendale, Maricopa County, Arizona, USA","(33.5386858, -112.1859941)",33.5386858,-112.1859941,2,2016,12
433,"February 29, 2016","Middletown, Ohio",0,4,"15-year-old Cameron Smith, and 14-year-old Cooper Caffrey, were shot when 14-year-old James Austin Hancock, opened fire in the Madison High School cafeteria with a .380 caliber handgun. 15-year-old Brant Murray, and 14-year-old Katherine Douchette, also suffered shrapnel injuries.[534] Hancock was apprehended in a nearby wooded field.[535]",0,0,4,2016-02-29,Middletown,Ohio,"Middletown, Ohio","Middletown, Butler County, Ohio, 45042, USA","Middletown, Butler County, Ohio, 45042, USA","(39.5150576, -84.3982763)",39.5150576,-84.3982763,2,2016,29
434,"April 23, 2016","Antigo, Wisconsin",1,2,"Two students at a prom at Antigo High School were shot and injured by 18-year-old former student Jakob Wagner. Wagner later exchanged fire with a school resource officer in the school's parking lot, and was captured after being shot and wounded by police. He died hours later in a hospital.",3,0,3,2016-04-23,Antigo,Wisconsin,"Antigo, Wisconsin","Antigo, Langlade County, Wisconsin, 54409, USA","Antigo, Langlade County, Wisconsin, 54409, USA","(45.140245, -89.152335)",45.140245,-89.152335,4,2016,23
435,"June 1, 2016","Los Angeles, California",3,0,"2016 UCLA shooting. Mainak Sarkar, age 38, a Ph.D. student, killed his former professor, William S. Klug, age 39, a professor of mechanical and aerospace engineering, in an engineering building at UCLA. Sarkar then killed himself. Sarkar, who lived in Minnesota, also killed his ex-wife, Ashley Hasti, age 31, in her Brooklyn Park, Minnesota home.[536][537]",3,0,3,2016-06-01,Los Angeles,California,"Los Angeles, California","LA, Los Angeles County, California, United States of America","LA, Los Angeles County, California, United States of America","(34.0536909, -118.2427666)",34.0536909,-118.2427666,6,2016,1
436,"June 8, 2016","Dorchester, Massachusetts",1,3,One student was killed and three other individuals were injured when gunfire erupted outside of the Jeremiah Burke High School following a fire-alarm causing an evacuation of the school. Two suspects have been arrested.[538],0,0,4,2016-06-08,Dorchester,Massachusetts,"Dorchester, Massachusetts","Dorchester, Boston, Suffolk County, Massachusetts, 02124, USA","Dorchester, Boston, Suffolk County, Massachusetts, 02124, USA","(42.2973205, -71.0744952)",42.2973205,-71.0744952,6,2016,8
437,"September 9, 2016","Alpine, Texas",1,2,A 14-year-old female student shot a 16-year-old girl in an Alpine High School restroom before committing suicide. A police officer accidentally shot another officer during the incident.[539],3,0,3,2016-09-09,Alpine,Texas,"Alpine, Texas","Alpine, Brewster County, Texas, 79830, USA","Alpine, Brewster County, Texas, 79830, USA","(30.3573802, -103.6609367)",30.3573802,-103.6609367,9,2016,9
438,"September 28, 2016","Townville, South Carolina",2,2,"Townville Elementary School shooting: Two students and one teacher were wounded after a teen opened fire at Townville Elementary School. The suspect's father was found dead at his home soon after the shooting. One of the victims, six-year-old Jacob Hall, died 3 days after the shooting.[540][541]",0,0,4,2016-09-28,Townville,South Carolina,"Townville, South Carolina","Townville, Anderson County, South Carolina, 29689, USA","Townville, Anderson County, South Carolina, 29689, USA","(34.5637137, -82.8984775)",34.5637137,-82.8984775,9,2016,28
439,"October 11, 2016","Mobile, Alabama",0,1,"A student was shot in the abdomen and wounded at Vigor High School. The suspect, a 16-year-old boy, turned himself in and was charged with assault.[542]",0,0,1,2016-10-11,Mobile,Alabama,"Mobile, Alabama","Mobile, Mobile County, Alabama, USA","Mobile, Mobile County, Alabama, USA","(30.6943566, -88.0430541)",30.6943566,-88.0430541,10,2016,11
440,"October 13, 2016","Columbus, Ohio",0,2,Two students were shot and wounded on the front lawn of Linden McKinley STEM Academy. One was shot in the shoulder and the other shot in the chest; both were hospitalized in stable condition.[543],0,0,2,2016-10-13,Columbus,Ohio,"Columbus, Ohio","Columbus, Franklin County, Ohio, USA","Columbus, Franklin County, Ohio, USA","(39.9622601, -83.0007065)",39.9622601,-83.0007065,10,2016,13
441,"October 18, 2016","San Francisco, California",0,4,"Four students were shot outside June Jordan High School for Equity, a San Francisco public high school. One female victim was in critical condition, while three male victims suffered minor injuries.[544] Two people were arrested in the shooting.[545]",0,0,4,2016-10-18,San Francisco,California,"San Francisco, California","SF, California, USA","SF, California, USA","(37.7792808, -122.4192363)",37.7792808,-122.4192363,10,2016,18
442,"October 25, 2016","Sandy, Utah",0,1,Police say the two teens ages 14 and 16 were involved in a confrontation on the far north end of Union Middle School. The boys got into an argument. The argument lead to a shooting. The 14 year old shot the 16 year old twice. He was sent to the hospital in critical but stable condition.[546],0,0,1,2016-10-25,Sandy,Utah,"Sandy, Utah","Sandy, Salt Lake County, Utah, USA","Sandy, Salt Lake County, Utah, USA","(40.5664878, -111.838904)",40.5664878,-111.838904,10,2016,25
443,"December 1, 2016","Bountiful, Utah",0,0,"At Mueller Park Junior High School, a 15-year-old student fired one shot into the ceiling and then pointed the weapon at his own neck. The student was confronted verbally by a teacher and another student and later arrested in possession of a shotgun, a handgun, and ammunition for each.[547]",0,0,0,2016-12-01,Bountiful,Utah,"Bountiful, Utah","Bountiful, Utah, 84010, USA","Bountiful, Utah, 84010, USA","(40.8894611, -111.8804817)",40.8894611,-111.8804817,12,2016,1
444,"January 20, 2017","West Liberty, Ohio",0,1,"A 17-year-old student was charged with attempted murder and other crimes after bringing a gun to West Liberty-Salem High School and firing two shots at a 17-year-old student in a bathroom with a shotgun. The victim was injured. The student ""also is accused of discharging the weapon in the school's hallway before returning to the bathroom, where he was eventually taken into custody.""[548]",0,0,1,2017-01-20,West Liberty,Ohio,"West Liberty, Ohio","West Liberty, Ohio County, West Virginia, USA","West Liberty, Ohio County, West Virginia, USA","(40.169794, -80.5936851)",40.169794,-80.5936851,1,2017,20
445,"January 20, 2017","Seattle, Washington",0,1,A 34-year-old man was shot in Red Square at University of Washington while protesting the visit of controversial journalist Milo Yiannopoulos. The shooter turned himself in to the university police and was later questioned and released without being charged with a crime.[549],0,0,1,2017-01-20,Seattle,Washington,"Seattle, Washington","Seattle, King County, Washington, United States of America","Seattle, King County, Washington, United States of America","(47.6038321, -122.3300624)",47.6038321,-122.3300624,1,2017,20
446,"March 21, 2017","King City, California",0,1,"An 18-year-old King City High School student was shot outside the school's auditorium. The gunman ran across the school's campus and baseball field, and fled the area. The school was then placed on lockdown. The victim was hospitalized with life-threatening injuries.[550] A suspect was arrested in August 2017.[551]",0,0,1,2017-03-21,King City,California,"King City, California","King City, Monterey County, California, USA","King City, Monterey County, California, USA","(36.226559, -121.158566178789)",36.226559,-121.158566178789,3,2017,21
447,"April 10, 2017","San Bernardino, California",3,1,"North Park Elementary School shooting: Cedric Anderson, age 53, of Riverside, California, died of a self-inflicted gunshot wound after shooting and killing his estranged wife, Karen Elaine Smith, age 53, in a classroom. An eight-year-old student was also fatally shot, and a seven-year-old student was injured.[552]",3,0,4,2017-04-10,San Bernardino,California,"San Bernardino, California","San Bernardino, San Bernardino County, California, USA","San Bernardino, San Bernardino County, California, USA","(34.1083449, -117.2897652)",34.1083449,-117.2897652,4,2017,10
448,"May 4, 2017","Irving, Texas",2,0,"North Lake College: Adrian Victor Torres killed a 20-year-old student, Janeera Nickol Gonzalez, whom he was stalking. He fatally shot her three times and the college went into lockdown before discovering that the suspect has died from a self-inflicted gunshot wound.[553]",3,0,2,2017-05-04,Irving,Texas,"Irving, Texas","Irving, Dallas County, Texas, USA","Irving, Dallas County, Texas, USA","(32.8295183, -96.9442177)",32.8295183,-96.9442177,5,2017,4
449,"September 13, 2017","Rockford, Washington",1,3,"Freeman High School: Three students were injured and one killed after a shooter opened fire. The suspect was armed with an AR-15 and a Pistol. He shot one student with the AR-15, but the gun jammed so he switched to his pistol. He killed one student after shooting him twice in the stomach and once in the head. He was stopped by a janitor. The suspect, a 15-year-old student, (Caleb Sharpe) was taken into police custody.[554]",0,0,4,2017-09-13,Rockford,Washington,"Rockford, Washington","Rockford, Spokane County, Washington, USA","Rockford, Spokane County, Washington, USA","(47.4521207, -117.1307471)",47.4521207,-117.1307471,9,2017,13
450,"September 20, 2017","Mattoon, Illinois",0,1,"Mattoon High School: A 14-year-old male student was subdued by a female teacher when he attempted to open fire in the school cafeteria at 11:33 a.m. Multiple shots were fired in the process, and one student was struck in the chest and was driven to a nearby hospital suffering non-life-threatening wounds. The student was taken into custody without further incident.[555][556]",0,0,1,2017-09-20,Mattoon,Illinois,"Mattoon, Illinois","Mattoon, Coles County, Illinois, USA","Mattoon, Coles County, Illinois, USA","(39.4842821, -88.3773279)",39.4842821,-88.3773279,9,2017,20
451,"November 13, 2017","Albany, Georgia",0,2,Two people were shot on the Albany State University campus.[557],0,0,2,2017-11-13,Albany,Georgia,"Albany, Georgia","Albany, Dougherty County, Georgia, USA","Albany, Dougherty County, Georgia, USA","(31.5782062, -84.1556809)",31.5782062,-84.1556809,11,2017,13
452,"November 14, 2017","Rancho Tehama Reserve, California",6,18,"Rancho Tehama Reserve shootings: Neighbor on a rampage injured one student at Rancho Tehama Elementary School and fatally shot five adults at several locations.[558] The secretary heard the gunfire near the school and ordered the school to go on lockdown. After a custodian and the teachers put it into action, 43 year-old Kevin Neal rammed a truck into the gate of the school and fired at the classrooms hitting one student when a bullet pierced the wall. Neal fatally shot himself after sheriff's deputies rammed his vehicle during a pursuit.[558][559]",3,0,24,2017-11-14,Rancho Tehama Reserve,California,"Rancho Tehama Reserve, California","Rancho Tehama Reserve, Tehama County, California, 09021, USA","Rancho Tehama Reserve, Tehama County, California, 09021, USA","(40.0048517, -122.4766952)",40.0048517,-122.4766952,11,2017,14
453,"December 7, 2017","Aztec, New Mexico",3,0,"Aztec High School shooting: William Atchison, 21-year-old former male student snuck into Aztec High School disguised as a student and hid in an unlocked washroom with a Glock 9mm handgun hidden in his bag. He retreated from the washroom after being spotted by a school custodian who chased him shouting ""active shooter"" and ""lockdown"". Atchinson was able to shoot and kill two students who were caught in the hallway before he killed himself.[560][561] He had been investigated in 2016 by the FBI when he asked ""where to find cheap assault rifles for a mass shooting"" on an online forum.[562]",3,0,3,2017-12-07,Aztec,New Mexico,"Aztec, New Mexico","Aztec, San Juan County, New Mexico, 87410, USA","Aztec, San Juan County, New Mexico, 87410, USA","(36.8220629, -107.9928992)",36.8220629,-107.9928992,12,2017,7
454,"January 10, 2018","Denison, Texas",0,0,"A criminal justice club student picked up a loaded gun, belonging to an advisor, which the student thought was an unloaded training weapon. She then shot at a wall target, unintentionally firing a bullet, which went through the wall and broke a window. The advisor was a licensed peace officer permitted to carry a firearm on campus.[563]",0,0,0,2018-01-10,Denison,Texas,"Denison, Texas","Denison, Grayson County, Texas, 75020, USA","Denison, Grayson County, Texas, 75020, USA","(33.7556593, -96.536658)",33.7556593,-96.536658,1,2018,10
455,"January 20, 2018","Winston-Salem, North Carolina",1,0,A student was fatally shot at a party at 1 a.m. on the campus of Wake Forest University.[564],0,0,1,2018-01-20,Winston-Salem,North Carolina,"Winston-Salem, North Carolina","Winston-Salem, Forsyth County, North Carolina, USA","Winston-Salem, Forsyth County, North Carolina, USA","(36.0998131, -80.2440518)",36.0998131,-80.2440518,1,2018,20
456,"January 22, 2018","Italy, Texas",0,1,A 16-year-old male student fired at a 15-year-old female classmate that he had briefly dated in the cafeteria of Italy High School. The gunman left the school immediately after opening fire and was arrested.[565][566][567],0,0,1,2018-01-22,Italy,Texas,"Italy, Texas","Italy, Ellis County, Texas, 76651, USA","Italy, Ellis County, Texas, 76651, USA","(32.1840381, -96.8847194)",32.1840381,-96.8847194,1,2018,22
457,"January 22, 2018","New Orleans, Louisiana",0,1,"Shots were fired from a truck in the parking lot of NET Charter High School, targeting a crowd of students during lunch time. One student was slightly injured, apparently from injuries unrelated to gunfire. One person was arrested in connection with the shooting.[564]",0,0,1,2018-01-22,New Orleans,Louisiana,"New Orleans, Louisiana","New Orleans, Orleans Parish, Louisiana, USA","New Orleans, Orleans Parish, Louisiana, USA","(29.9499323, -90.0701156)",29.9499323,-90.0701156,1,2018,22
458,"January 23, 2018","Marshall County, Kentucky",2,18,"Marshall County High School shooting: Gabriel Ross Parker,[568] a 15-year-old male student shot 16 people in the lobby at Marshall County High School and caused non-gunshot injuries to four others. Two 15-year-old students died: one killed at the scene, another died of wounds at Vanderbilt Medical Center.[569][570][571]",0,0,20,2018-01-23,Marshall County,Kentucky,"Marshall County, Kentucky","Marshall County, Kentucky, USA","Marshall County, Kentucky, USA","(36.8624306, -88.3264641)",36.8624306,-88.3264641,1,2018,23
459,"January 31, 2018","Philadelphia, Pennsylvania",1,0,"A fight began in the school parking lot outside a basketball game, and the school went into lockdown after shots were fired. A 32-year-old male was transported by private vehicle to Nazareth Hospital with two gunshot wounds in his leg. He was transferred by helicopter to another hospital, but died from his injuries. Police announced that they are searching for an adult male suspect.[572]",0,0,1,2018-01-31,Philadelphia,Pennsylvania,"Philadelphia, Pennsylvania","Philadelphia, Philadelphia County, Pennsylvania, USA","Philadelphia, Philadelphia County, Pennsylvania, USA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,1,2018,31
460,"February 1, 2018","Los Angeles, California",0,5,"Two 15-year-old students, a boy and a girl, were shot and injured inside a classroom at Sal Castro Middle School, which shares a campus with Belmont High School. Three other people suffered injuries unrelated to gunfire. A 12-year-old girl was arrested and charged with negligent discharge of a firearm.[573]",0,0,5,2018-02-01,Los Angeles,California,"Los Angeles, California","LA, Los Angeles County, California, United States of America","LA, Los Angeles County, California, United States of America","(34.0536909, -118.2427666)",34.0536909,-118.2427666,2,2018,1
461,"February 5, 2018","Oxon Hill, Maryland",0,1,"A student was taken to the hospital after exiting Oxon Hill High School and going to speak to individuals in a vehicle who then attempted to rob, and subsequently shot and wounded him in the school's parking lot. Two other students were arrested and charged with attempted murder and robbery.[574]",0,0,1,2018-02-05,Oxon Hill,Maryland,"Oxon Hill, Maryland","Oxon Hill, Prince George's County, Maryland, 20745, USA","Oxon Hill, Prince George's County, Maryland, 20745, USA","(38.8035961, -76.9896573)",38.8035961,-76.9896573,2,2018,5
462,"February 9, 2018","Nashville, Tennessee",0,1,Pearl-Cohn High School: A student was shot five times in the parking lot.[575],0,0,1,2018-02-09,Nashville,Tennessee,"Nashville, Tennessee","Nashville-Davidson, Davidson County, Tennessee, USA","Nashville-Davidson, Davidson County, Tennessee, USA","(36.1622296, -86.7743531)",36.1622296,-86.7743531,2,2018,9
463,"February 14, 2018","Parkland, Florida",17,17,"Marjory Stoneman Douglas High School shooting: A 19-year-old former student (Nikolas Cruz) whose behavior had led to his expulsion began shooting students and staff members with a  rifle at Marjory Stoneman Douglas High School after activating a fire alarm. Seventeen people were killed, and 17 others were injured. The suspect shot the students on the first and third floor of the complex. The suspected shooter blended in with the crowd of fleeing students and was arrested in a residential area of neighboring Coral Springs after walking away from the school.[576] He was later charged with murder and attempted murder.[577] The suspect had sat down at a McDonald's, then went to a nearby Subway.",0,0,34,2018-02-14,Parkland,Florida,"Parkland, Florida","Parkland, Broward County, Florida, 33067, USA","Parkland, Broward County, Florida, 33067, USA","(26.3100794, -80.23727)",26.3100794,-80.23727,2,2018,14
464,"February 24, 2018","Savannah, Georgia",1,0,Savannah State University: A non-student was shot on campus and later died.[578],0,0,1,2018-02-24,Savannah,Georgia,"Savannah, Georgia","Savannah, Chatham County, Georgia, USA","Savannah, Chatham County, Georgia, USA","(32.0809263, -81.0911768)",32.0809263,-81.0911768,2,2018,24
465,"February 27, 2018","Itta Bena, Mississippi",0,1,Mississippi Valley State University: A person was shot in a recreation center. The injury was not life-threatening.[579],0,0,1,2018-02-27,Itta Bena,Mississippi,"Itta Bena, Mississippi","Itta Bena, Leflore County, Mississippi, 38941, USA","Itta Bena, Leflore County, Mississippi, 38941, USA","(33.49512, -90.3198067)",33.49512,-90.3198067,2,2018,27
466,"February 27, 2018","Norfolk, Virginia",0,1,Norfolk State University: A student was shot from an adjacent dorm room while doing homework. He was not seriously injured.[580],0,0,1,2018-02-27,Norfolk,Virginia,"Norfolk, Virginia","Norfolk, Virginia, 23510, USA","Norfolk, Virginia, 23510, USA","(36.8462923, -76.2929252)",36.8462923,-76.2929252,2,2018,27
467,"March 2, 2018","Mount Pleasant, Michigan",2,0,Central Michigan University shooting: 19-year-old student James Eric Davis Jr. shot and killed his mother and father when they came to campus to take him home for spring break. After the shooting Davis fled and the campus was placed on lockdown. Around 15 hours later police arrested him and took him to a local hospital. The incident disrupted the travel plans of students and campus activities for several days. Davis was charged with two counts of murder and one count of unlawful possession of a firearm used to commit murder.[581][582][583],0,0,2,2018-03-02,Mount Pleasant,Michigan,"Mount Pleasant, Michigan","Mount Pleasant, Isabella County, Michigan, USA","Mount Pleasant, Isabella County, Michigan, USA","(43.597646, -84.7668495)",43.597646,-84.7668495,3,2018,2
468,"March 7, 2018","Birmingham, Alabama",1,2,"Huffman High School: One student was killed and another injured when shots were fired in the school building, prompting the school to go into lockdown shortly after the bell rang for school dismissal. Law enforcement originally labeled the shooting as ""accidental"".[584] Subsequently, a 17-year-old male student was charged with manslaughter and will be charged as ""being a certain person forbidden to possess a pistol"".[585] Although the school has metal detectors, they were not being used that day.[586] School resource officers were onsite at the time of the shooting.[585]",0,0,3,2018-03-07,Birmingham,Alabama,"Birmingham, Alabama","Birmingham, Jefferson County, Alabama, USA","Birmingham, Jefferson County, Alabama, USA","(33.5206824, -86.8024326)",33.5206824,-86.8024326,3,2018,7
469,"March 7, 2018","Jackson, Mississippi",0,1,Jackson State University: A student was shot inside a dormitory. His injuries were not life-threatening.[587],0,0,1,2018-03-07,Jackson,Mississippi,"Jackson, Mississippi","Jackson, Hinds County, Mississippi, 39269, USA","Jackson, Hinds County, Mississippi, 39269, USA","(32.2990384, -90.1847691)",32.2990384,-90.1847691,3,2018,7
470,"March 8, 2018","Mobile, Alabama",0,1,University of South Alabama: One person was hospitalized after a shooting on campus.[588],0,0,1,2018-03-08,Mobile,Alabama,"Mobile, Alabama","Mobile, Mobile County, Alabama, USA","Mobile, Mobile County, Alabama, USA","(30.6943566, -88.0430541)",30.6943566,-88.0430541,3,2018,8
471,"March 9, 2018","Lexington, Kentucky",0,1,"Frederick Douglass High School: A 16-year-old male student unintentionally shot himself with a gun he had smuggled into a classroom, sustaining an injury to his left thumb. Police announced they were charging him with wanton endangerment and possession of a weapon on school property. After the shooting, the school superintendent announced that stationary metal detectors would be installed and all students would be required to enter through them.[589]",0,3,1,2018-03-09,Lexington,Kentucky,"Lexington, Kentucky","Lexington, Fayette County, Kentucky, 40508, USA","Lexington, Fayette County, Kentucky, 40508, USA","(38.0464066, -84.4970393)",38.0464066,-84.4970393,3,2018,9
472,"March 13, 2018","Seaside, California",0,1,"Seaside High School: A teacher accidentally discharged a firearm while teaching a public safety class, injuring one student.[590]",0,0,1,2018-03-13,Seaside,California,"Seaside, California","Seaside, Monterey County, California, 93955, USA","Seaside, Monterey County, California, 93955, USA","(36.6258085, -121.817035888794)",36.6258085,-121.817035888794,3,2018,13
473,"March 14, 2018","Birmingham, Alabama",2,1,"University of Alabama at Birmingham: A disgruntled employee entered the UAB Highlands Hospital on the campus of the University of Alabama at Birmingham and shot two hospital employees, fatally wounding one, on the second floor. The perpetrator then shot and fatally wounded himself.[591]",3,0,3,2018-03-14,Birmingham,Alabama,"Birmingham, Alabama","Birmingham, Jefferson County, Alabama, USA","Birmingham, Jefferson County, Alabama, USA","(33.5206824, -86.8024326)",33.5206824,-86.8024326,3,2018,14
